"Sex","AGE","Thrown Out","Injury Extent","Seat Belt"
"Male","065","Unknown","Admitted to Hospital","Not Worn"
"Male","057","Thrown Out","By Private","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Female","047","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","036","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","By Private","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Female","063","Unknown","Admitted to Hospital","Not Worn"
"Female","065","Unknown","Admitted to Hospital","Not Worn"
"Male","023","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","078","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Unknown","Treated at Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Unknown","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Fatal","Not Worn"
"Male","036","Thrown Out","Admitted to Hospital","Not Worn"
"Male","029","Thrown Out","By Private","Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","068","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Not Thrown Out","Treated at Hospital","Not Fitted"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Female","022","Thrown Out","By Private","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","By Private","Not Worn"
"Male","040","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Unknown","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","083","Unknown","Treated at Hospital","Not Worn"
"Male","020","Unknown","Fatal","Not Worn"
"Male","005","Unknown","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","043","Not Thrown Out","By Private","Not Worn"
"Male","030","Thrown Out","Fatal","Fitted - Not Worn"
"Female","012","Unknown","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","Admitted to Hospital","Not Worn"
"Male","015","Unknown","Admitted to Hospital","Not Worn"
"Female","019","Thrown Out","By Private","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Thrown Out","Admitted to Hospital","Not Worn"
"Male","062","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","By Private","Not Worn"
"Female","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Unknown","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","By Private","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","By Private","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Male","040","Thrown Out","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","039","Thrown Out","By Private","Not Worn"
"Male","XXX","Unknown","Treated at Hospital","Not Worn"
"Male","065","Thrown Out","Treated at Hospital","Not Worn"
"Male","024","Unknown","Treated at Hospital","Not Worn"
"Female","011","Unknown","Treated at Hospital","Not Worn"
"Female","010","Unknown","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","089","Unknown","Treated at Hospital","Not Worn"
"Female","074","Unknown","Admitted to Hospital","Not Worn"
"Male","034","Thrown Out","Admitted to Hospital","Not Worn"
"Male","069","Thrown Out","Admitted to Hospital","Not Worn"
"Female","055","Not Thrown Out","Admitted to Hospital","Not Applicable"
"Male","037","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Unknown","Treated at Hospital","Not Worn"
"Female","078","Unknown","Fatal","Not Worn"
"Male","013","Unknown","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Female","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","069","Not Thrown Out","Admitted to Hospital","Unknown"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Admitted to Hospital","Not Worn"
"Female","084","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","015","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Not Thrown Out","Fatal","Fitted - Not Worn"
"Female","067","Unknown","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Treated at Hospital","Not Worn"
"Female","039","Unknown","Admitted to Hospital","Not Worn"
"Male","030","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","By Private","Not Worn"
"Female","020","Unknown","Treated at Hospital","Not Worn"
"Female","033","Unknown","Treated at Hospital","Not Worn"
"Male","025","Thrown Out","Fatal","Not Worn"
"Female","057","Unknown","Treated at Hospital","Not Worn"
"Male","042","Unknown","Treated at Hospital","Not Worn"
"Male","070","Unknown","Admitted to Hospital","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","015","Thrown Out","By Private","Not Worn"
"Male","012","Unknown","By Private","Not Worn"
"Male","034","Thrown Out","By Private","Not Worn"
"Female","041","Not Thrown Out","By Private","Not Fitted"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","030","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","051","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","067","Unknown","Admitted to Hospital","Not Worn"
"Female","080","Unknown","By Private","Not Worn"
"Male","035","Thrown Out","By Private","Not Worn"
"Female","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","025","Unknown","Admitted to Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","Admitted to Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","019","Thrown Out","Treated at Hospital","Not Worn"
"Female","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Treated at Hospital","Not Worn"
"Male","069","Unknown","Admitted to Hospital","Not Worn"
"Male","045","Thrown Out","By Private","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Female","076","Unknown","Treated at Hospital","Not Worn"
"Male","024","Unknown","By Private","Not Worn"
"Male","021","Thrown Out","Admitted to Hospital","Not Worn"
"Male","066","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Unknown","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Unknown","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Unknown","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Unknown","Fatal","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Male","068","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","026","Unknown","By Private","Not Worn"
"Female","048","Unknown","Treated at Hospital","Not Worn"
"Female","014","Unknown","Admitted to Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","034","Thrown Out","By Private","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Female","026","Unknown","Treated at Hospital","Not Worn"
"Male","XXX","Unknown","Treated at Hospital","Not Worn"
"Female","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Female","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","Treated at Hospital","Not Worn"
"Female","012","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Unknown","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","By Private","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","028","Unknown","Admitted to Hospital","Not Worn"
"Male","055","Unknown","By Private","Not Worn"
"Male","019","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","023","Unknown","Treated at Hospital","Not Worn"
"Female","038","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","043","Thrown Out","By Private","Not Worn"
"Female","044","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Female","082","Unknown","Treated at Hospital","Not Worn"
"Female","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","003","Unknown","Treated at Hospital","Not Worn"
"Female","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Fatal","Not Worn"
"Female","015","Unknown","Fatal","Not Worn"
"Female","015","Unknown","Admitted to Hospital","Not Worn"
"Male","076","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","011","Unknown","Admitted to Hospital","Not Worn"
"Female","014","Unknown","Admitted to Hospital","Not Worn"
"Female","063","Unknown","By Private","Not Worn"
"Male","053","Unknown","Admitted to Hospital","Not Worn"
"Male","039","Thrown Out","By Private","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","007","Unknown","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Female","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Male","074","Unknown","Admitted to Hospital","Not Worn"
"Female","009","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Not Thrown Out","By Private","Not Fitted"
"Male","064","Unknown","Treated at Hospital","Not Worn"
"Female","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Female","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Unknown","Admitted to Hospital","Not Worn"
"Male","078","Unknown","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","080","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Unknown","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Unknown","Treated at Hospital","Not Worn"
"Male","053","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Female","035","Unknown","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Thrown Out","Treated at Hospital","Not Worn"
"Female","057","Unknown","Admitted to Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","001","Unknown","Fatal","Not Worn"
"Male","015","Unknown","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Admitted to Hospital","Not Worn"
"Male","033","Unknown","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Admitted to Hospital","Not Worn"
"Male","086","Unknown","Admitted to Hospital","Not Worn"
"Male","016","Unknown","Admitted to Hospital","Not Worn"
"Male","071","Thrown Out","Admitted to Hospital","Not Worn"
"Female","048","Unknown","Treated at Hospital","Not Worn"
"Male","037","Unknown","Fatal","Not Worn"
"Female","028","Unknown","Treated at Hospital","Not Worn"
"Male","036","Unknown","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","061","Thrown Out","By Private","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","Fatal","Fitted - Not Worn"
"Female","082","Unknown","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Thrown Out","Admitted to Hospital","Not Worn"
"Female","018","Thrown Out","Treated at Hospital","Not Worn"
"Female","075","Thrown Out","Admitted to Hospital","Not Worn"
"Male","051","Unknown","Treated at Hospital","Not Worn"
"Female","023","Not Thrown Out","By Private","Not Fitted"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","046","Unknown","Treated at Hospital","Not Worn"
"Female","023","Unknown","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","069","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","019","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Female","015","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","By Private","Not Worn"
"Male","026","Thrown Out","By Private","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","030","Thrown Out","Admitted to Hospital","Not Worn"
"Male","030","Thrown Out","Admitted to Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Female","033","Unknown","Treated at Hospital","Not Worn"
